x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
430409.39,4580240.11,110.1,0.0,6.234665153974144,0
430409.39,4580240.11,110.1,0.0,6.234665153974144,0.005148617
430409.39,4580240.11,110.16,0.06,6.2360614173757405,6.70384554
430409.39,4580240.11,110.3,0.2,6.235712351525341,6.937112536
430409.37,4580240.12,110.52,0.42,6.2355378186001404,7.205309678
430409.36,4580240.13,110.81,0.71,6.2355378186001404,7.439508318
430409.35,4580240.14,111.16,1.06,6.235712351525341,7.671898622
430409.35,4580240.14,111.55,1.45,6.23588688445054,7.903975414
430409.34,4580240.15,111.99,1.89,6.23588688445054,8.13774851
430409.34,4580240.16,112.46,2.36,6.23588688445054,8.405572709
430409.33,4580240.16,112.94,2.84,6.235712351525341,8.638664941
430409.32,4580240.18,113.44,3.34,6.225938507714172,8.871233565
430409.31,4580240.18,113.94,3.84,6.226113040639372,9.105243508
430409.31,4580240.19,114.46,4.36,6.226113040639372,9.338809178
430409.3,4580240.19,114.99,4.89,6.226113040639372,9.604234435
430409.3,4580240.19,115.52,5.42,6.226113040639372,9.839447739
430409.3,4580240.2,116.06,5.96,6.226113040639372,10.077983573
430409.29,4580240.2,116.61,6.51,6.226113040639372,10.308897723
430409.29,4580240.2,117.15,7.05,6.226113040639372,10.53927753
430409.29,4580240.2,117.66,7.56,6.226113040639372,10.80136737
430409.29,4580240.2,118.14,8.04,6.226113040639372,11.032951015
430409.29,4580240.2,118.56,8.46,6.226113040639372,11.266197008
430409.29,4580240.2,118.92,8.82,6.226113040639372,11.503613186
430409.28,4580240.2,119.21,9.11,6.226113040639372,11.739738132
430409.28,4580240.2,119.43,9.33,6.226113040639372,12.00789147
