20m, 60m, 120m
0.3052252252,	0.3761648746,	0.856405694
0.3587027027,	0.3887096774,	0.7772241993
0.3293693694,	0.2876344086,	0.7631672598
0.2938738739,	0.3137992832,	0.6122775801
0.227027027,	0.2668458781,	0.7039145907
0.3315315315,	0.2711469534,	0.4898576512
0.2814414414,	0.217562724,	0.625088968
0.2718918919,	0.2388888889,	0.465658363
0.2232432432,	0.2664874552,	0.5854092527
0.3198198198,	0.2360215054,	0.4400355872
