20m, 60m, 120m
0.3059245961,	0.5283154122,	0.7665480427
0.391561939,	0.479390681,	0.7806049822
0.328545781,	0.4840501792,	0.6558718861
0.2922800718,	0.4035842294,	0.6398576512
0.2271095153,	0.4544802867,	0.590747331
0.3312387792,	0.3277777778,	0.5256227758
0.284021544,	0.4220430108,	0.5099644128
0.2718132855,	0.2646953405,	0.4955516014
0.2244165171,	0.4449820789,	0.4475088968
0.323518851,	0.24390681,	0.4519572954
