x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
431325.42,4580829.33,50.1,0.0,6.233617956422947,0
431325.42,4580829.33,50.1,0.0,6.233617956422947,0.001119931
431325.43,4580829.33,50.1,0.0,6.2343160881237445,3.367360595
431325.42,4580829.33,50.15,0.05,6.2348396868993445,6.467308123
431325.42,4580829.34,50.29,0.19,6.234665153974144,6.70278755
431325.4,4580829.35,50.51,0.41,6.234490621048944,6.969912651
431325.39,4580829.36,50.81,0.71,6.234490621048944,7.202331712
431325.39,4580829.36,51.15,1.05,6.234490621048944,7.439505493
431325.38,4580829.37,51.55,1.45,6.234490621048944,7.6695545
431325.37,4580829.37,51.98,1.88,6.234665153974144,7.899102506
431325.36,4580829.38,52.44,2.34,6.234665153974144,8.164905219
431325.36,4580829.38,52.92,2.82,6.234665153974144,8.396943481
431325.35,4580829.39,53.43,3.33,6.225938507714172,8.631929009
431325.34,4580829.39,53.94,3.84,6.225938507714172,8.871310628
431325.34,4580829.39,54.46,4.36,6.225938507714172,9.108449666
431325.34,4580829.4,54.99,4.89,6.226113040639372,9.374061478
431325.34,4580829.4,55.53,5.43,6.226113040639372,9.605536698
431325.34,4580829.4,56.06,5.96,6.226113040639372,9.835351557
431325.34,4580829.4,56.61,6.51,6.226113040639372,10.066415185
431325.34,4580829.4,57.14,7.04,6.225938507714172,10.299330557
431325.34,4580829.4,57.65,7.55,6.225938507714172,10.566785536
431325.33,4580829.4,58.13,8.03,6.225938507714172,10.803289147
431325.33,4580829.42,58.56,8.46,6.225938507714172,11.03895087
431325.33,4580829.42,58.93,8.83,6.225938507714172,11.272514861
431325.32,4580829.42,59.22,9.12,6.226113040639372,11.505117008
