x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
431025.42,4580828.98,50.1,0.0,6.233617956422947,0
431025.42,4580828.98,50.1,0.0,6.233617956422947,0.002719608
431025.42,4580828.98,50.15,0.05,6.2348396868993445,6.468739694
431025.42,4580828.99,50.29,0.19,6.234665153974144,6.702753658
431025.4,4580829.0,50.51,0.41,6.234490621048944,6.971481617
431025.39,4580829.01,50.81,0.71,6.234490621048944,7.206156084
431025.38,4580829.01,51.15,1.05,6.234490621048944,7.44002789
431025.37,4580829.02,51.55,1.45,6.234665153974144,7.67317243
431025.37,4580829.02,51.98,1.88,6.234665153974144,7.903487483
431025.36,4580829.03,52.44,2.34,6.234665153974144,8.167743893
431025.36,4580829.03,52.92,2.82,6.234665153974144,8.40146098
431025.35,4580829.04,53.43,3.33,6.225938507714172,8.636498504
431025.34,4580829.04,53.94,3.84,6.225938507714172,8.8724607
431025.34,4580829.05,54.46,4.36,6.225938507714172,9.10701237
431025.34,4580829.05,54.99,4.89,6.226113040639372,9.373081452
431025.33,4580829.05,55.53,5.43,6.226113040639372,9.604121266
431025.33,4580829.05,56.07,5.97,6.226113040639372,9.834680458
431025.33,4580829.05,56.61,6.51,6.226113040639372,10.067263295
431025.32,4580829.06,57.14,7.04,6.226113040639372,10.302294218
431025.32,4580829.06,57.65,7.55,6.226113040639372,10.571623402
431025.32,4580829.06,58.13,8.03,6.226113040639372,10.806881722
431025.33,4580829.07,58.56,8.46,6.226113040639372,11.040822544
431025.33,4580829.07,58.93,8.83,6.226113040639372,11.272766837
431025.33,4580829.07,59.22,9.12,6.226113040639372,11.503564062
