x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
431125.41,4580829.08,50.1,0.0,6.233617956422947,0
431125.41,4580829.08,50.15,0.05,6.2348396868993445,6.466083766
431125.41,4580829.09,50.29,0.19,6.234665153974144,6.696919571
431125.39,4580829.1,50.51,0.41,6.234490621048944,6.962387521
431125.38,4580829.11,50.81,0.71,6.234490621048944,7.196699993
431125.37,4580829.11,51.15,1.05,6.234490621048944,7.433399516
431125.36,4580829.13,51.55,1.45,6.234490621048944,7.677001407
431125.36,4580829.14,51.98,1.88,6.234665153974144,7.909866435
431125.35,4580829.14,52.44,2.34,6.234665153974144,8.176610963
431125.35,4580829.14,52.92,2.82,6.234665153974144,8.409769505
431125.34,4580829.15,53.43,3.33,6.225938507714172,8.639231077
431125.33,4580829.15,53.94,3.84,6.225938507714172,8.867915537
431125.33,4580829.16,54.46,4.36,6.226113040639372,9.098405724
431125.32,4580829.16,54.99,4.89,6.226113040639372,9.36989791
431125.32,4580829.16,55.53,5.43,6.226113040639372,9.602465325
431125.32,4580829.16,56.06,5.96,6.226113040639372,9.836760341
431125.32,4580829.16,56.61,6.51,6.226113040639372,10.072596493
431125.32,4580829.16,57.14,7.04,6.226113040639372,10.307474304
431125.32,4580829.16,57.65,7.55,6.225938507714172,10.573074479
431125.31,4580829.17,58.13,8.03,6.225938507714172,10.804032574
431125.31,4580829.17,58.56,8.46,6.225938507714172,11.036675423
431125.31,4580829.17,58.93,8.83,6.225938507714172,11.270372826
431125.31,4580829.17,59.22,9.12,6.226113040639372,11.505550709
