x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
431375.41,4580829.2,50.1,0.0,6.233617956422947,0
431375.41,4580829.2,50.1,0.0,6.233617956422947,0.007248822
431375.42,4580829.2,50.1,0.0,6.2343160881237445,3.37025427
431375.41,4580829.2,50.15,0.05,6.2348396868993445,6.468690983
431375.41,4580829.21,50.29,0.19,6.234665153974144,6.704080786
431375.39,4580829.22,50.51,0.41,6.234490621048944,6.972232087
431375.39,4580829.23,50.81,0.71,6.234490621048944,7.205619514
431375.38,4580829.23,51.15,1.05,6.234490621048944,7.441383237
431375.37,4580829.24,51.55,1.45,6.234665153974144,7.673088062
431375.36,4580829.25,51.98,1.88,6.234665153974144,7.902317761
431375.35,4580829.25,52.44,2.34,6.234665153974144,8.165836491
431375.35,4580829.25,52.92,2.82,6.234665153974144,8.397999859
431375.35,4580829.26,53.43,3.33,6.225938507714172,8.63212889
431375.34,4580829.26,53.94,3.84,6.225938507714172,8.872047047
431375.34,4580829.27,54.46,4.36,6.226113040639372,9.106582163
431375.34,4580829.27,54.99,4.89,6.226113040639372,9.373231921
431375.33,4580829.27,55.53,5.43,6.226113040639372,9.604372043
431375.33,4580829.27,56.07,5.97,6.226113040639372,9.835180283
431375.33,4580829.27,56.61,6.51,6.225938507714172,10.067329623
431375.32,4580829.27,57.14,7.04,6.225938507714172,10.301599916
431375.32,4580829.27,57.65,7.55,6.225938507714172,10.570418219
431375.32,4580829.29,58.13,8.03,6.226113040639372,10.807008365
431375.32,4580829.29,58.56,8.46,6.226113040639372,11.041964277
431375.32,4580829.29,58.93,8.83,6.225938507714172,11.275053562
431375.32,4580829.29,59.22,9.12,6.226113040639372,11.506247493
