x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
431275.42,4580828.72,50.1,0.0,6.233617956422947,0
431275.42,4580828.72,50.1,0.0,6.233617956422947,0.002074079
431275.43,4580828.72,50.1,0.0,6.2343160881237445,3.36795876
431275.42,4580828.72,50.15,0.05,6.2348396868993445,6.469354185
431275.42,4580828.73,50.29,0.19,6.234665153974144,6.702155516
431275.4,4580828.74,50.51,0.41,6.234490621048944,6.969044888
431275.39,4580828.76,50.81,0.71,6.2343160881237445,7.202462538
431275.39,4580828.76,51.15,1.05,6.234490621048944,7.435379015
431275.38,4580828.77,51.55,1.45,6.234490621048944,7.673953457
431275.37,4580828.78,51.98,1.88,6.234665153974144,7.904828866
431275.37,4580828.78,52.44,2.34,6.234665153974144,8.167981441
431275.36,4580828.78,52.92,2.82,6.234665153974144,8.399965015
431275.35,4580828.79,53.43,3.33,6.225938507714172,8.633221122
431275.34,4580828.79,53.94,3.84,6.225938507714172,8.868269218
431275.34,4580828.8,54.46,4.36,6.226113040639372,9.104322649
431275.34,4580828.8,54.99,4.89,6.226113040639372,9.375542389
431275.34,4580828.8,55.53,5.43,6.226113040639372,9.610205095
431275.34,4580828.8,56.07,5.97,6.226113040639372,9.840820707
431275.34,4580828.8,56.61,6.51,6.226113040639372,10.070432462
431275.34,4580828.8,57.14,7.04,6.225938507714172,10.301232547
431275.33,4580828.8,57.65,7.55,6.225938507714172,10.566010072
431275.33,4580828.81,58.13,8.03,6.225938507714172,10.799739538
431275.33,4580828.81,58.56,8.46,6.225938507714172,11.035897538
431275.33,4580828.81,58.93,8.83,6.225938507714172,11.272122861
431275.32,4580828.81,59.22,9.12,6.225938507714172,11.506700581
