x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
431075.41,4580828.86,50.1,0.0,6.233617956422947,0
431075.41,4580828.86,50.1,0.0,6.233617956422947,0.002074014
431075.42,4580828.86,50.1,0.0,6.2343160881237445,3.377711311
431075.41,4580828.86,50.15,0.05,6.2348396868993445,6.470039579
431075.41,4580828.87,50.29,0.19,6.234665153974144,6.706229944
431075.39,4580828.88,50.51,0.41,6.234490621048944,6.972007176
431075.38,4580828.89,50.81,0.71,6.234490621048944,7.20672406
431075.38,4580828.89,51.15,1.05,6.234490621048944,7.441613047
431075.37,4580828.9,51.55,1.45,6.234490621048944,7.67408081
431075.36,4580828.9,51.98,1.88,6.234665153974144,7.905278628
431075.35,4580828.91,52.44,2.34,6.234665153974144,8.172980177
431075.35,4580828.91,52.92,2.82,6.234665153974144,8.407195731
431075.34,4580828.92,53.43,3.33,6.225938507714172,8.639706438
431075.33,4580828.92,53.94,3.84,6.225938507714172,8.873064509
431075.33,4580828.93,54.46,4.36,6.225938507714172,9.10703367
431075.33,4580828.93,54.99,4.89,6.226113040639372,9.372536279
431075.33,4580828.93,55.53,5.43,6.226113040639372,9.606284642
431075.33,4580828.93,56.06,5.96,6.226113040639372,9.840024761
431075.33,4580828.93,56.61,6.51,6.226113040639372,10.073266467
431075.32,4580828.93,57.14,7.04,6.226113040639372,10.3070807
431075.32,4580828.93,57.65,7.55,6.226113040639372,10.572445957
431075.32,4580828.93,58.13,8.03,6.225938507714172,10.806632967
431075.32,4580828.95,58.56,8.46,6.225938507714172,11.040627548
431075.32,4580828.95,58.93,8.83,6.225938507714172,11.27282076
431075.32,4580828.95,59.22,9.12,6.226113040639372,11.5068506
