x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
431425.41,4580829.09,50.1,0.0,6.233617956422947,0
431425.41,4580829.09,50.1,0.0,6.233617956422947,0.00606178
431425.42,4580829.09,50.1,0.0,6.2343160881237445,3.372716779
431425.41,4580829.09,50.15,0.05,6.2348396868993445,6.469926336
431425.41,4580829.1,50.29,0.19,6.234665153974144,6.705303155
431425.4,4580829.11,50.51,0.41,6.234490621048944,6.973975158
431425.39,4580829.12,50.81,0.71,6.2343160881237445,7.207755527
431425.38,4580829.12,51.15,1.05,6.234490621048944,7.455890225
431425.37,4580829.13,51.55,1.45,6.234490621048944,7.703379067
431425.36,4580829.13,51.98,1.88,6.234665153974144,7.932402096
431425.36,4580829.15,52.44,2.34,6.234665153974144,8.192384812
431425.35,4580829.15,52.92,2.82,6.234665153974144,8.418688607
431425.35,4580829.16,53.43,3.33,6.225938507714172,8.644164407
431425.35,4580829.16,53.94,3.84,6.226113040639372,8.871173663
431425.34,4580829.16,54.46,4.36,6.226113040639372,9.099790405
431425.34,4580829.17,54.99,4.89,6.226113040639372,9.366726182
431425.33,4580829.17,55.53,5.43,6.226113040639372,9.598750736
431425.33,4580829.17,56.06,5.96,6.226113040639372,9.831649099
431425.33,4580829.17,56.61,6.51,6.226113040639372,10.066946102
431425.33,4580829.17,57.14,7.04,6.226113040639372,10.303524057
431425.33,4580829.17,57.65,7.55,6.226113040639372,10.575122377
431425.32,4580829.18,58.13,8.03,6.226113040639372,10.814854601
431425.32,4580829.18,58.56,8.46,6.226113040639372,11.052545905
431425.32,4580829.18,58.93,8.83,6.225938507714172,11.288917631
431425.32,4580829.18,59.22,9.12,6.225938507714172,11.522972735
