x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428416.84,4581377.95,10.0,0.0,6.237981279552933,0
428416.84,4581377.95,10.0,0.0,6.237981279552933,0.005370185
428416.84,4581377.95,10.01,0.01,6.239377542954529,5.505607073
428416.84,4581377.95,10.03,0.03,6.239377542954529,5.771498678
428416.84,4581377.95,10.05,0.05,6.239377542954529,6.00610165
428416.84,4581377.95,10.08,0.08,6.239552075879729,6.239369272
428416.84,4581377.95,10.12,0.12,6.239377542954529,6.471886691
428416.83,4581377.96,10.22,0.22,6.239203010029329,6.705891111
428416.81,4581377.97,10.42,0.42,6.23902847710413,6.972900156
428416.8,4581377.98,10.7,0.7,6.2388539441789295,7.205073645
428416.79,4581378.0,11.04,1.04,6.2388539441789295,7.43886672
428416.78,4581378.01,11.43,1.43,6.23902847710413,7.673739125
428416.77,4581378.02,11.87,1.87,6.23902847710413,7.909171854
428416.75,4581378.02,12.33,2.33,6.23902847710413,8.172140731
428416.75,4581378.03,12.81,2.81,6.23902847710413,8.403253613
428416.75,4581378.03,13.3,3.3,6.22663663941497,8.636080381
428416.74,4581378.04,13.81,3.81,6.22663663941497,8.870826676
428416.74,4581378.04,14.33,4.33,6.226811172340169,9.106869139
428416.73,4581378.05,14.86,4.86,6.226811172340169,9.380853297
428416.73,4581378.05,15.39,5.39,6.226811172340169,9.614406638
428416.73,4581378.05,15.94,5.94,6.226811172340169,9.846565116
428416.73,4581378.05,16.49,6.49,6.226811172340169,10.076612643
428416.73,4581378.05,17.02,7.02,6.226811172340169,10.309084449
428416.72,4581378.06,17.53,7.53,6.226811172340169,10.571802234
428416.72,4581378.06,18.01,8.01,6.226811172340169,10.803659543
428416.72,4581378.06,18.44,8.44,6.226811172340169,11.036966509
428416.72,4581378.06,18.8,8.8,6.226811172340169,11.271668681
428416.72,4581378.06,19.1,9.1,6.226811172340169,11.508157221
