x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428316.82,4581377.87,10.0,0.0,6.237981279552933,0
428316.82,4581377.87,10.0,0.0,6.237981279552933,3.81555E-4
428316.82,4581377.87,10.01,0.01,6.239377542954529,5.502556048
428316.82,4581377.87,10.03,0.03,6.239377542954529,5.770871502
428316.82,4581377.87,10.05,0.05,6.239552075879729,6.004435943
428316.82,4581377.87,10.08,0.08,6.239552075879729,6.236317366
428316.82,4581377.87,10.12,0.12,6.239377542954529,6.466622627
428316.81,4581377.88,10.22,0.22,6.239203010029329,6.697460277
428316.8,4581377.9,10.42,0.42,6.23902847710413,6.962932879
428316.78,4581377.91,10.7,0.7,6.2388539441789295,7.197258166
428316.77,4581377.92,11.04,1.04,6.2388539441789295,7.433333147
428316.76,4581377.93,11.43,1.43,6.23902847710413,7.669064076
428316.75,4581377.94,11.86,1.86,6.239203010029329,7.903326037
428316.74,4581377.94,12.32,2.32,6.239203010029329,8.169250301
428316.74,4581377.95,12.8,2.8,6.23902847710413,8.399975574
428316.73,4581377.96,13.3,3.3,6.22663663941497,8.631391859
428316.72,4581377.96,13.81,3.81,6.226811172340169,8.864785074
428316.72,4581377.97,14.33,4.33,6.226811172340169,9.099492175
428316.71,4581377.97,14.85,4.85,6.226811172340169,9.36983398
428316.71,4581377.97,15.39,5.39,6.226811172340169,9.604023972
428316.71,4581377.97,15.94,5.94,6.22698570526537,9.836693863
428316.71,4581377.97,16.48,6.48,6.226811172340169,10.06718992
428316.71,4581377.97,17.02,7.02,6.226811172340169,10.298612122
428316.71,4581377.97,17.53,7.53,6.226811172340169,10.564891772
428316.71,4581377.99,18.01,8.01,6.226811172340169,10.799772002
428316.71,4581377.99,18.43,8.43,6.226811172340169,11.035608371
428316.71,4581377.99,18.8,8.8,6.226811172340169,11.269895968
428316.71,4581377.99,19.09,9.09,6.226811172340169,11.502654219
