x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428366.83,4581377.75,10.0,0.0,6.237981279552933,0
428366.83,4581377.75,10.0,0.0,6.237981279552933,0.003612557
428366.83,4581377.75,10.01,0.01,6.239377542954529,5.496196623
428366.83,4581377.75,10.03,0.03,6.239377542954529,5.7658174
428366.83,4581377.75,10.05,0.05,6.239552075879729,6.003919077
428366.83,4581377.75,10.08,0.08,6.239552075879729,6.24230713
428366.83,4581377.75,10.12,0.12,6.239377542954529,6.479017229
428366.82,4581377.76,10.22,0.22,6.239203010029329,6.713978182
428366.8,4581377.77,10.42,0.42,6.23902847710413,6.980183767
428366.79,4581377.78,10.7,0.7,6.2388539441789295,7.211678303
428366.78,4581377.79,11.04,1.04,6.23902847710413,7.441710738
428366.77,4581377.79,11.43,1.43,6.23902847710413,7.671109093
428366.75,4581377.8,11.87,1.87,6.239203010029329,7.901861781
428366.74,4581377.81,12.33,2.33,6.239203010029329,8.167043939
428366.74,4581377.82,12.81,2.81,6.23902847710413,8.401345017
428366.74,4581377.82,13.3,3.3,6.22663663941497,8.637357696
428366.73,4581377.84,13.81,3.81,6.226811172340169,8.874972311
428366.73,4581377.84,14.33,4.33,6.226811172340169,9.111079936
428366.72,4581377.85,14.86,4.86,6.226811172340169,9.378745407
428366.72,4581377.85,15.39,5.39,6.226811172340169,9.611286659
428366.72,4581377.85,15.94,5.94,6.226811172340169,9.842642759
428366.72,4581377.85,16.49,6.49,6.226811172340169,10.072162843
428366.72,4581377.85,17.02,7.02,6.226811172340169,10.303047395
428366.72,4581377.85,17.53,7.53,6.226811172340169,10.569576527
428366.71,4581377.86,18.01,8.01,6.226811172340169,10.804095774
428366.71,4581377.86,18.44,8.44,6.226811172340169,11.0432224
428366.71,4581377.86,18.8,8.8,6.226811172340169,11.278107126
428366.71,4581377.86,19.1,9.1,6.226811172340169,11.511384208
